workclass,occupation,education_level,relationship,gender,capital_gain,capital_loss,hours_per_week,income
Private,Tech-support,13.0,Not-in-family,Female,0.0,1980.0,35.0,<=50K
Federal-gov,Adm-clerical,9.0,Not-in-family,Female,0.0,1980.0,40.0,<=50K
Private,Other-service,6.0,Not-in-family,Female,0.0,1980.0,40.0,<=50K
Private,Adm-clerical,14.0,Not-in-family,Female,0.0,1980.0,45.0,<=50K
Private,Machine-op-inspct,9.0,Not-in-family,Male,0.0,1980.0,48.0,<=50K
Private,Transport-moving,11.0,Own-child,Male,0.0,1980.0,60.0,<=50K
Private,Sales,9.0,Not-in-family,Female,0.0,1980.0,40.0,<=50K
Private,Tech-support,10.0,Not-in-family,Male,0.0,1980.0,40.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Male,0.0,1980.0,40.0,<=50K
Private,Transport-moving,9.0,Own-child,Male,0.0,1980.0,40.0,<=50K
Private,Exec-managerial,10.0,Not-in-family,Female,0.0,1980.0,40.0,<=50K
Private,Other-service,9.0,Not-in-family,Male,0.0,1980.0,40.0,<=50K
Private,Adm-clerical,9.0,Not-in-family,Male,0.0,1980.0,40.0,<=50K
Private,Sales,6.0,Other-relative,Male,0.0,1980.0,40.0,<=50K
Private,Sales,10.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Tech-support,12.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,65.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Craft-repair,11.0,Husband,Male,0.0,1977.0,40.0,>50K
Self-emp-inc,Exec-managerial,13.0,Wife,Female,,1977.0,45.0,>50K
Private,Prof-specialty,15.0,Husband,Male,0.0,1977.0,80.0,>50K
Self-emp-inc,Sales,9.0,Wife,Female,0.0,1977.0,25.0,>50K
Private,Prof-specialty,13.0,Wife,Female,0.0,1977.0,40.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Self-emp-not-inc,Exec-managerial,9.0,Husband,Male,0.0,1977.0,45.0,>50K
Local-gov,Exec-managerial,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Federal-gov,Prof-specialty,15.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,55.0,>50K
Local-gov,Exec-managerial,14.0,Husband,Male,0.0,1977.0,60.0,>50K
Self-emp-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,60.0,>50K
Self-emp-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Tech-support,15.0,Husband,Male,0.0,1977.0,40.0,>50K
Local-gov,Exec-managerial,13.0,Husband,Male,0.0,1977.0,48.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Sales,6.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Local-gov,Exec-managerial,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Craft-repair,14.0,Husband,Male,0.0,1977.0,44.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Sales,11.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Prof-specialty,14.0,Wife,Female,0.0,1977.0,40.0,>50K
Private,Prof-specialty,9.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Prof-specialty,16.0,Husband,Male,0.0,1977.0,40.0,>50K
Self-emp-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Prof-specialty,16.0,Husband,Male,0.0,1977.0,50.0,>50K
Self-emp-not-inc,Exec-managerial,13.0,Husband,Male,0.0,1977.0,70.0,>50K
Local-gov,Prof-specialty,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Self-emp-inc,Exec-managerial,9.0,Husband,Male,0.0,1977.0,45.0,>50K
State-gov,Prof-specialty,14.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Transport-moving,9.0,Husband,Male,0.0,1977.0,60.0,>50K
Self-emp-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,40.0,>50K
Local-gov,Prof-specialty,14.0,Wife,Female,0.0,1977.0,40.0,>50K
Self-emp-inc,Prof-specialty,16.0,Husband,Male,0.0,1977.0,60.0,>50K
Self-emp-not-inc,Prof-specialty,13.0,Husband,Male,0.0,1977.0,32.0,>50K
Self-emp-not-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1977.0,50.0,>50K
State-gov,Prof-specialty,15.0,Husband,Male,0.0,1977.0,70.0,>50K
Self-emp-not-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Prof-specialty,15.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Federal-gov,Handlers-cleaners,10.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Local-gov,Exec-managerial,14.0,Husband,Male,0.0,1977.0,41.0,>50K
Private,Exec-managerial,11.0,Husband,Male,0.0,1977.0,45.0,>50K
Self-emp-not-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,60.0,>50K
Self-emp-inc,Prof-specialty,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Protective-serv,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Tech-support,14.0,Husband,Male,0.0,1977.0,20.0,>50K
Private,Sales,9.0,Husband,Male,0.0,1977.0,99.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,1977.0,50.0,>50K
Federal-gov,Tech-support,9.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Prof-specialty,11.0,Husband,Male,0.0,1977.0,50.0,>50K
Local-gov,Exec-managerial,14.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Tech-support,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1977.0,45.0,>50K
Self-emp-inc,Exec-managerial,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Prof-specialty,10.0,Husband,Male,0.0,1977.0,50.0,>50K
Federal-gov,Exec-managerial,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Craft-repair,9.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Prof-specialty,16.0,Wife,Female,0.0,1977.0,30.0,>50K
Private,Tech-support,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Exec-managerial,11.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Machine-op-inspct,9.0,Husband,Male,0.0,1977.0,52.0,>50K
Local-gov,Prof-specialty,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Prof-specialty,13.0,Husband,Male,,1977.0,40.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1977.0,35.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,55.0,>50K
Local-gov,Prof-specialty,14.0,Husband,Male,0.0,1977.0,35.0,>50K
Private,Prof-specialty,13.0,Wife,Female,0.0,1977.0,24.0,>50K
Self-emp-not-inc,Craft-repair,10.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,60.0,>50K
Local-gov,Prof-specialty,14.0,Wife,Female,0.0,1977.0,35.0,>50K
Self-emp-not-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Self-emp-not-inc,Prof-specialty,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,1977.0,98.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Self-emp-not-inc,Exec-managerial,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,48.0,>50K
Self-emp-inc,Exec-managerial,9.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Transport-moving,13.0,Husband,Male,0.0,1977.0,45.0,>50K
Self-emp-not-inc,Exec-managerial,13.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Prof-specialty,15.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,40.0,>50K
State-gov,Exec-managerial,13.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Sales,12.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1977.0,45.0,>50K
Self-emp-inc,Exec-managerial,9.0,Husband,Male,0.0,1977.0,40.0,>50K
Self-emp-not-inc,Craft-repair,6.0,Wife,Female,0.0,1977.0,35.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,43.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1977.0,45.0,>50K
Self-emp-not-inc,Farming-fishing,9.0,Husband,Male,0.0,1977.0,65.0,>50K
State-gov,Prof-specialty,14.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,1977.0,62.0,>50K
Self-emp-not-inc,Prof-specialty,15.0,Husband,Male,0.0,1977.0,50.0,>50K
Federal-gov,Adm-clerical,9.0,Husband,Male,0.0,1977.0,40.0,>50K
Self-emp-not-inc,Prof-specialty,11.0,Wife,Female,0.0,1977.0,15.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Local-gov,Craft-repair,9.0,Husband,Male,0.0,1977.0,35.0,>50K
Private,Prof-specialty,15.0,Husband,Male,0.0,1977.0,55.0,>50K
Private,Exec-managerial,13.0,Wife,Female,0.0,1977.0,30.0,>50K
Self-emp-not-inc,Prof-specialty,9.0,Husband,Male,0.0,1977.0,15.0,>50K
Local-gov,Prof-specialty,14.0,Husband,Male,0.0,1977.0,55.0,>50K
State-gov,Prof-specialty,16.0,Husband,Male,0.0,1977.0,70.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Craft-repair,10.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Sales,9.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Prof-specialty,16.0,Wife,Female,0.0,1977.0,20.0,>50K
Self-emp-inc,Craft-repair,4.0,Husband,Male,0.0,1977.0,63.0,>50K
Self-emp-inc,Sales,14.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Exec-managerial,16.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Prof-specialty,14.0,Wife,Female,0.0,1977.0,24.0,>50K
Self-emp-inc,Sales,10.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Prof-specialty,16.0,Husband,Male,0.0,1977.0,99.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Prof-specialty,16.0,Husband,Male,0.0,1977.0,55.0,>50K
Private,Adm-clerical,14.0,Husband,Male,0.0,1977.0,40.0,>50K
Self-emp-inc,Exec-managerial,13.0,Husband,Male,0.0,1977.0,60.0,>50K
Self-emp-not-inc,Exec-managerial,10.0,Wife,Female,0.0,1977.0,50.0,>50K
Private,Tech-support,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Craft-repair,9.0,Husband,Male,0.0,1977.0,45.0,>50K
Local-gov,Prof-specialty,14.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Exec-managerial,16.0,Husband,Male,0.0,1977.0,43.0,>50K
Self-emp-not-inc,Exec-managerial,13.0,Wife,Female,0.0,1977.0,35.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,55.0,>50K
Self-emp-inc,Exec-managerial,10.0,Husband,Male,0.0,1977.0,48.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Tech-support,16.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Prof-specialty,14.0,Wife,Female,0.0,1977.0,44.0,>50K
Private,Machine-op-inspct,13.0,Husband,Male,0.0,1977.0,40.0,>50K
Private,Prof-specialty,15.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Tech-support,10.0,Husband,Male,0.0,1977.0,18.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Sales,14.0,Husband,Male,0.0,1977.0,50.0,>50K
Local-gov,Prof-specialty,15.0,Wife,Female,0.0,1977.0,60.0,>50K
Private,Prof-specialty,15.0,Husband,Male,0.0,1977.0,50.0,>50K
Private,Prof-specialty,16.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Local-gov,Prof-specialty,14.0,Wife,Female,0.0,1977.0,20.0,>50K
,,13.0,Wife,Female,0.0,1977.0,40.0,>50K
Private,Prof-specialty,15.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1977.0,50.0,>50K
Self-emp-inc,Exec-managerial,13.0,Husband,Male,0.0,1977.0,60.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1977.0,45.0,>50K
Private,Exec-managerial,14.0,Not-in-family,Male,0.0,1974.0,40.0,<=50K
Private,Prof-specialty,10.0,Own-child,Male,0.0,1974.0,40.0,<=50K
Private,Sales,10.0,Not-in-family,Female,0.0,1974.0,40.0,<=50K
Private,Exec-managerial,9.0,Not-in-family,Female,0.0,1974.0,40.0,<=50K
Private,Adm-clerical,9.0,Other-relative,Female,0.0,1974.0,40.0,<=50K
Private,Machine-op-inspct,10.0,Not-in-family,Male,0.0,1974.0,40.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Female,0.0,1974.0,40.0,<=50K
Private,Exec-managerial,13.0,Not-in-family,Male,0.0,1974.0,55.0,<=50K
Local-gov,Prof-specialty,14.0,Not-in-family,Male,0.0,1974.0,40.0,<=50K
Local-gov,Protective-serv,10.0,Not-in-family,Male,0.0,1974.0,40.0,<=50K
Private,Craft-repair,9.0,Not-in-family,Male,0.0,1974.0,40.0,<=50K
Private,Sales,9.0,Not-in-family,Female,0.0,1974.0,40.0,<=50K
Private,Machine-op-inspct,9.0,Own-child,Male,0.0,1974.0,40.0,<=50K
Private,Tech-support,11.0,Not-in-family,Female,0.0,1974.0,40.0,<=50K
Private,Craft-repair,9.0,Not-in-family,Male,0.0,1974.0,35.0,<=50K
Private,Adm-clerical,12.0,Own-child,Female,0.0,1974.0,20.0,<=50K
Federal-gov,Adm-clerical,9.0,Not-in-family,Female,0.0,1974.0,40.0,<=50K
Private,Adm-clerical,10.0,Not-in-family,Male,0.0,1974.0,40.0,<=50K
Self-emp-not-inc,Adm-clerical,10.0,Not-in-family,Female,0.0,1944.0,1.0,<=50K
Private,Prof-specialty,15.0,Wife,Female,0.0,1902.0,60.0,>50K
Self-emp-not-inc,Prof-specialty,16.0,Husband,Male,0.0,1902.0,60.0,>50K
Self-emp-not-inc,Prof-specialty,15.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Tech-support,14.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Prof-specialty,16.0,Husband,Male,0.0,1902.0,65.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1902.0,50.0,>50K
Local-gov,Prof-specialty,14.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Craft-repair,9.0,Husband,Male,0.0,1902.0,40.0,>50K
State-gov,Prof-specialty,16.0,Wife,Female,0.0,1902.0,46.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Other-service,9.0,Husband,Male,0.0,1902.0,60.0,>50K
Private,Exec-managerial,9.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Machine-op-inspct,9.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1902.0,40.0,>50K
Local-gov,Craft-repair,9.0,Husband,Male,0.0,1902.0,40.0,<=50K
Local-gov,Exec-managerial,14.0,Husband,Male,0.0,1902.0,60.0,>50K
Private,Adm-clerical,10.0,Wife,Female,0.0,1902.0,35.0,>50K
Private,Machine-op-inspct,10.0,Husband,Male,0.0,1902.0,40.0,<=50K
Private,Sales,13.0,Husband,Male,0.0,1902.0,40.0,>50K
State-gov,Adm-clerical,9.0,Husband,Male,0.0,1902.0,40.0,<=50K
State-gov,Prof-specialty,16.0,Husband,Male,0.0,1902.0,60.0,>50K
Private,Sales,12.0,Wife,Female,0.0,1902.0,40.0,>50K
Private,Craft-repair,15.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Farming-fishing,13.0,Husband,Male,0.0,1902.0,80.0,>50K
Local-gov,Adm-clerical,10.0,Wife,Female,0.0,1902.0,40.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Prof-specialty,15.0,Husband,Male,0.0,1902.0,60.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,55.0,>50K
Local-gov,Prof-specialty,14.0,Husband,Male,0.0,1902.0,48.0,>50K
Private,Tech-support,14.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,60.0,>50K
Private,Craft-repair,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Prof-specialty,13.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1902.0,50.0,>50K
Federal-gov,Tech-support,14.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Adm-clerical,10.0,Wife,Female,0.0,1902.0,38.0,>50K
Private,Craft-repair,9.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Adm-clerical,10.0,Husband,Male,0.0,1902.0,50.0,>50K
Self-emp-not-inc,Exec-managerial,14.0,Wife,Female,0.0,1902.0,60.0,>50K
Local-gov,Prof-specialty,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Local-gov,Prof-specialty,14.0,Wife,Female,0.0,1902.0,55.0,<=50K
Private,Sales,10.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1902.0,43.0,>50K
Private,Exec-managerial,12.0,Wife,Female,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Farming-fishing,9.0,Husband,Male,0.0,1902.0,60.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Sales,9.0,Husband,Male,0.0,1902.0,60.0,>50K
Private,Sales,10.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Transport-moving,9.0,Husband,Male,0.0,1902.0,70.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1902.0,45.0,>50K
State-gov,Prof-specialty,13.0,Wife,Female,0.0,1902.0,35.0,>50K
Private,Exec-managerial,13.0,Wife,Female,0.0,1902.0,35.0,>50K
Self-emp-not-inc,Exec-managerial,9.0,Husband,Male,0.0,1902.0,52.0,>50K
Private,Sales,12.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Craft-repair,10.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Prof-specialty,14.0,Wife,Female,0.0,,18.0,>50K
Self-emp-not-inc,Prof-specialty,9.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1902.0,50.0,>50K
Local-gov,Protective-serv,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Transport-moving,4.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Local-gov,Prof-specialty,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Adm-clerical,13.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Exec-managerial,14.0,Husband,Male,0.0,1902.0,50.0,>50K
Self-emp-inc,Sales,13.0,Husband,Male,0.0,1902.0,42.0,>50K
Private,Sales,10.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-inc,Exec-managerial,13.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Prof-specialty,10.0,Husband,Male,0.0,1902.0,38.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,50.0,>50K
Self-emp-inc,Exec-managerial,13.0,Husband,Male,0.0,1902.0,48.0,>50K
State-gov,Exec-managerial,16.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1902.0,40.0,>50K
State-gov,Prof-specialty,16.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Tech-support,13.0,Husband,Male,0.0,1902.0,40.0,>50K
State-gov,Prof-specialty,16.0,Husband,Male,0.0,1902.0,45.0,>50K
Federal-gov,Prof-specialty,14.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Craft-repair,12.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1902.0,55.0,>50K
Local-gov,Prof-specialty,14.0,Wife,Female,0.0,1902.0,40.0,>50K
Private,Prof-specialty,13.0,Wife,Female,,1902.0,32.0,>50K
Private,Prof-specialty,9.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,9.0,Husband,Male,0.0,1902.0,55.0,>50K
Private,Sales,12.0,Husband,Male,0.0,1902.0,50.0,>50K
Self-emp-inc,Exec-managerial,13.0,Husband,Male,0.0,1902.0,55.0,>50K
Self-emp-inc,Prof-specialty,15.0,Husband,Male,0.0,1902.0,50.0,>50K
Federal-gov,Prof-specialty,14.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Sales,13.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Prof-specialty,11.0,Husband,Male,0.0,1902.0,42.0,>50K
Private,Tech-support,13.0,Husband,Male,0.0,1902.0,42.0,>50K
Private,Exec-managerial,14.0,Wife,Female,0.0,1902.0,38.0,>50K
Self-emp-inc,Farming-fishing,9.0,Husband,Male,0.0,1902.0,55.0,>50K
Private,Machine-op-inspct,10.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Exec-managerial,13.0,Wife,Female,0.0,1902.0,40.0,>50K
Self-emp-inc,Exec-managerial,10.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Exec-managerial,10.0,Wife,Female,0.0,1902.0,40.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1902.0,40.0,>50K
State-gov,Prof-specialty,16.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Exec-managerial,13.0,Husband,Male,0.0,1902.0,65.0,>50K
Private,Transport-moving,3.0,Husband,Male,0.0,1902.0,40.0,<=50K
Private,Sales,10.0,Husband,Male,0.0,1902.0,55.0,>50K
Self-emp-inc,Exec-managerial,16.0,Husband,Male,0.0,1902.0,60.0,>50K
,,13.0,Wife,Female,0.0,1902.0,20.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Tech-support,11.0,Wife,Female,0.0,1902.0,32.0,>50K
Self-emp-inc,Sales,10.0,Husband,Male,0.0,1902.0,35.0,>50K
Private,Prof-specialty,16.0,Husband,Male,0.0,1902.0,40.0,>50K
Local-gov,Exec-managerial,14.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Exec-managerial,13.0,Husband,Male,0.0,1902.0,50.0,>50K
Federal-gov,Exec-managerial,10.0,Husband,Male,0.0,1902.0,50.0,>50K
Self-emp-not-inc,Sales,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Prof-specialty,16.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Craft-repair,7.0,Husband,Male,0.0,1902.0,40.0,>50K
Federal-gov,Sales,10.0,Husband,Male,0.0,1902.0,37.0,<=50K
Federal-gov,Exec-managerial,13.0,Husband,Male,0.0,1902.0,40.0,<=50K
State-gov,Protective-serv,10.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Craft-repair,11.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Craft-repair,9.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Adm-clerical,13.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Prof-specialty,14.0,Husband,Male,0.0,1902.0,60.0,>50K
Local-gov,Prof-specialty,16.0,Wife,Female,0.0,1902.0,52.0,>50K
Private,Adm-clerical,10.0,Husband,Male,0.0,1902.0,36.0,>50K
Private,Craft-repair,9.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-inc,Sales,9.0,Husband,Male,0.0,1902.0,30.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Transport-moving,9.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Adm-clerical,14.0,Husband,Male,0.0,1902.0,40.0,>50K
Private,Prof-specialty,13.0,Husband,Male,0.0,1902.0,55.0,>50K
State-gov,Exec-managerial,16.0,Husband,Male,0.0,1902.0,50.0,>50K
Self-emp-not-inc,Prof-specialty,15.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Adm-clerical,13.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Exec-managerial,10.0,Husband,Male,0.0,1902.0,50.0,>50K
Private,Craft-repair,14.0,Husband,Male,0.0,1902.0,45.0,>50K
Private,Craft-repair,7.0,Husband,Male,0.0,1902.0,40.0,>50K
Self-emp-not-inc,Sales,14.0,Wife,Female,0.0,1902.0,35.0,>50K
